text,sentiment,sentiment_label
@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ,-0.4184,Negative
@SouthwestAir is my favorite airlines. I've never had issues with them. Plus there crew is entertaining.,0.7096,Positive
@SouthwestAir Should be a way to give voice to customers who pay for services that are not satisfactorily delivered. #justsayin,-0.3786,Negative
@SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 😂,0.8645,Positive
@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot,-0.0258,Negative
@SouthwestAir following. Thank you.,0.3612,Positive
@SouthwestAir would someone please DM me the customer relations number. The website has only customer service.,0.3818,Positive
@SouthwestAir : This is the second time in a row I haven't received text updates about flight time change. Don't offer if you won't use it,0.0,Neutral
@SouthwestAir you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200  for business class? Stay classy,0.296,Positive
@SouthwestAir hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed,0.5423,Positive
@SouthwestAir @TaylorLumsden Taylor.  U gotta love SWA responsiveness at the@very least huh?,0.6369,Positive
@SouthwestAir It's all good. Thanks!,0.7263,Positive
@SouthwestAir thank you :),0.6705,Positive
@SouthwestAir NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight,0.5994,Positive
"@SouthwestAir oh, ok!  all good!  looking forward to escaping the cold for a bit!  thanks!",0.8002,Positive
@SouthwestAir wifi is so slow! What is the point having one if can't get on the Internet?! Ugh...,-0.5242,Negative
@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?,0.0,Neutral
@SouthwestAir any word when the customer relations department will open back up?,0.0,Neutral
@SouthwestAir can you tell me if flight 805 from MDW-FLL tomorrow (2/24) is at full capacity?  i'm hoping for a little bit of extra room! 😊,0.8439,Positive
@SouthwestAir  Just left there  Friday!,0.0,Neutral
@SouthwestAir oh no worries. Just have never seen that before until today. I mean…it is a great card 😀,0.8373,Positive
@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :),0.8982,Positive
@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!,0.7067,Positive
@SouthwestAir eyes next steps for improving #inflight #Wifi - Runway Girl http://t.co/h46HT1Oz40,0.4215,Positive
@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go,0.8324,Positive
@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable,-0.6369,Negative
"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",-0.5789,Negative
@SouthwestAir stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!,-0.6562,Negative
"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome",0.9259,Positive
@SouthwestAir been all up and down the area where the pic was taken and don't see any albums.,0.0,Neutral
@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can,0.7717,Positive
@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.,0.7732,Positive
@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?,-0.2406,Negative
@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH,0.0,Neutral
@SouthwestAir honesty should always be the policy,0.4939,Positive
@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.,0.4404,Positive
@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv,0.0,Neutral
"@SouthwestAir briughy me to @ComClassic, #AIF2015 &amp; so much more with the #agcommunity",0.0,Neutral
@SouthwestAir any deals to orlando in April/may??,0.0,Neutral
@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ,0.3182,Positive
@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P,0.0,Neutral
"@SouthwestAir prove it, Cuz the southwest people here don't even know why it's behind schedule.",0.0,Neutral
@SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!,0.7901,Positive
@SouthwestAir u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours :/,-0.7096,Negative
@SouthwestAir prove it,0.0,Neutral
@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,0.9191,Positive
@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations,0.7579,Positive
"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa",0.7608,Positive
@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?,0.0,Neutral
Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp,0.6988,Positive
@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.,-0.3252,Negative
@SouthwestAir no fare giving out clues.  In route now.,-0.5,Negative
@SouthwestAir telling my Fam in Vegas now. :),0.4588,Positive
@SouthwestAir How many tickets are left?,0.0,Neutral
@SouthwestAir thank you!,0.4199,Positive
@SouthwestAir- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7,0.4329,Positive
@SouthwestAir do these scavenger hunt  locations have anything in common because I'm playing detective trying to figure out the one for ATL.,0.2023,Positive
@SouthwestAir Why do you have to be 18 😭,-0.4767,Negative
"@SouthwestAir ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver them? Insult to injury.",-0.9062,Negative
"@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!",-0.8617,Negative
@SouthwestAir Any idea why TSA Pre-Check isn't showing for my next flight tomorrow? The number is in my profile...,0.0772,Positive
@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D,0.6792,Positive
"@SouthwestAir sent. looking for that functionality in your app, though. should be a one click action.",0.0,Neutral
@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!,0.0,Neutral
"@SouthwestAir like kelsey said, really bad spot for locals. Do you know how long it takes to find parking then walking over to the bellagio?",-0.3167,Negative
@SouthwestAir are 5 people there?,0.0,Neutral
@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl,0.8395,Positive
"“@SouthwestAir: Congrats to these fans who are seeing #DestinationDragons in L.A.! SLC, you're next! http://t.co/YcCITaeP3S” Thanks again SW",0.7835,Positive
@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons,0.4574,Positive
@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,0.8122,Positive
@SouthwestAir how about #destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt?,-0.5478,Negative
"@SouthwestAir Dang, if only practice was an hour Late Flightr today...",0.0,Neutral
"@SouthwestAir that was supposed to say ""boo"" not book. booo.",0.0,Neutral
@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather,0.0772,Positive
@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises,0.6249,Positive
@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?,0.5609,Positive
@SouthwestAir really easy for locals to get down to the strip. book.,0.4927,Positive
@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...,0.0,Neutral
@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove,0.0,Neutral
"@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it.",0.0,Neutral
@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.,0.0,Neutral
@SouthwestAir how do get priority seating after you already paid for the flight,0.0,Neutral
"@SouthwestAir 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding",0.0,Neutral
@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?,0.0,Neutral
@SouthwestAir best airline 👌,0.8842,Positive
@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!,0.4753,Positive
@SouthwestAir  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!,-0.7644,Negative
@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb,0.0,Neutral
"@SouthwestAir hi guys, do you have a general enquires email address please? Thanks David.",0.6369,Positive
@southwestair watching planes do their thing https://t.co/iItoJhUIKH,0.0,Neutral
@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR,0.8908,Positive
@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.,-0.4927,Negative
@SouthwestAir continues to prove to be the best airlines 💪,0.6369,Positive
@SouthwestAir Just go ahead and start the scavenger hunt after 5 pm today when work is over ;) #DestinationDragons,0.2263,Positive
@SouthwestAir why do you let one person board with early bird and save seats for entire party? #notcool #flight2149,0.7096,Positive
@SouthwestAir thanks!!,0.5399,Positive
@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays,0.8748,Positive
@SouthwestAir but when do I get my gin &amp; tonic !?!?,0.0,Neutral
@SouthwestAir is this a sick joke? #toyingwithouremotions,-0.2732,Negative
"@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????",0.504,Positive
@SouthwestAir will continue to be my airline of choice. @united -most frustrating travel day I've experienced. 5 delays and 4 gate changes?!,-0.1742,Negative
@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!,0.4003,Positive
"@SouthwestAir @fox8news Serious potential for a wanna get away commercial out of this debacle.  But for real, you should fire @Kristi_Capel",-0.5023,Negative
"@SouthwestAir I appreciate the response, but the constant changing of the flight time is frustrating to say the least. #toughtomakeplans",-0.4588,Negative
@SouthwestAir how long do we have to be delayed after boarding before we get a free drink? #gettingthirsty,0.34,Positive
"@SouthwestAir done. Sorry, I thought I was already.",-0.0772,Negative
"@SouthwestAir I can. Doesn't it seem fair that if our bags need to fit under our seats, we should need to fit in them?",0.4657,Positive
@SouthwestAir  Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!,0.7639,Positive
"@SouthwestAir Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice.",-0.3612,Negative
"@SouthwestAir weren't too ""sincere"" when you Cancelled Flighted my flight and made me drive 17 hours to get home..",-0.5037,Negative
@SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!,0.7639,Positive
@SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!,0.7424,Positive
"@SouthwestAir Thanks, you guys are the best",0.7964,Positive
@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.,0.8995,Positive
@SouthwestAir if only you could control the weather in Las Vegas 😉,0.0,Neutral
@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?,-0.4215,Negative
@SouthwestAir could you please tell me if there is a way to add a RR# to a flight that already took place?,0.3182,Positive
@SouthwestAir hooking us up and getting us to Tampa after our flight was Cancelled Flightled this morning #grateful #businesstrip,0.25,Positive
@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!,0.8213,Positive
@SouthwestAir my ticket was booked 1/27 to CUN. Does the arrival time reflect that CUN is now on EST time?,0.0,Neutral
"@SouthwestAir @HDsportsguy yes I did. I hope for an update soon, need those clothes for a meeting tomorrow.",0.6808,Positive
@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!,0.4753,Positive
@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq,-0.2411,Negative
"@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?",-0.2982,Negative
@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!,0.8469,Positive
@SouthwestAir  your checkin is lame for business. Really last seat? I have broad shoulders haha,0.0516,Positive
@SouthwestAir yeah they're somewhere. Hopefully getting them back today. Just frustrated tweeting.,0.128,Positive
"@SouthwestAir Completely understand Act of God weather-reLate Flightd Cancelled Flightlation, but 4 days without reimbursement of any kind is #unacceptable",0.1655,Positive
@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition,-0.4215,Negative
"@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy",-0.8779,Negative
@SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!,0.807,Positive
@SouthwestAir When will the flight resume? I don's see it in the open schedule. :/,-0.34,Negative
"@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help",0.7959,Positive
"@SouthwestAir Thanks for the quick reply!  I travel a lot...but not that much, lol.",0.2168,Positive
@SouthwestAir That does sound hopeful. It's a very thin device so I just hope the right person found it in time.,0.7553,Positive
@SouthwestAir My bag was not shown LUV did not make it to PHL with me.,0.0,Neutral
@SouthwestAir I regret not flying you this morning @VirginAmerica doesn't support business travelers. #neverflyvirginforbusiness,-0.6197,Negative
@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.,0.4404,Positive
@SouthwestAir  how many others didn't know you are stopping non stop flights to ATL and from to Hartford Ct as of April ?,-0.4215,Negative
"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better"".",0.6239,Positive
@SouthwestAir nice touch on the passbook integration!,0.4753,Positive
"@SouthwestAir easy fix, let the business select actually board 1st, then board the pre-boards...",0.4404,Positive
@SouthwestAir a companion pass flyer to other airlines because it's being abused @ every airport...,-0.5106,Negative
"@SouthwestAir it's not disappointment, it's a blatant disregard for your business select customers, it's becoming a problem that's pushing",-0.2728,Negative
@SouthwestAir need assistance getting an extension on a flight that has expired.,0.0,Neutral
@SouthwestAir Awesome. Thanks! You guys rock!,0.8217,Positive
"@SouthwestAir Hello remaining credits on your account will be refunded back to your credit card, when you choose a lower price flight?",0.4404,Positive
@SouthwestAir when can we expect customer service in Dallas to be available,0.0,Neutral
@SouthwestAir it eventually arrived. just seemed really slow. :),0.507,Positive
"@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed.",-0.722,Negative
@SouthwestAir i just recieved an email from your memphis station hopefully they have my bag.,0.4019,Positive
@SouthwestAir Just landed in PHL. Row 9 window cover on N366SW could use some LUV. http://t.co/WQZZtIemX0,0.0,Neutral
@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.,0.8016,Positive
@SouthwestAir yep. 99.99999999% certain it was on that flight.,0.5106,Positive
@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood,0.899,Positive
@SouthwestAir I would appreciate that.  Thank you.,0.6369,Positive
"@SouthwestAir I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?",-0.2263,Negative
"@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail",-0.6908,Negative
@SouthwestAir Can my wife's RR points be transferred to my RR account?,0.0,Neutral
@SouthwestAir my friends from Boston stuck in Denver. Her name Jane. @RnCahill  Please contact her.,0.5267,Positive
"@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours.",-0.4215,Negative
@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,0.0,Neutral
@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;),0.5994,Positive
@SouthwestAir yes we did file a report and were treated rather rudely at midway baggage claim. Now we wait 2 days to get our luggage.,-0.128,Negative
@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!,-0.4039,Negative
@SouthwestAir Just got companion pass and trying to add companion flgt but get purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS. Help!,0.5916,Positive
@SouthwestAir I did. Still haven't heard a thing.,0.0,Neutral
@SouthwestAir thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!,0.8655,Positive
"@SouthwestAir open seating is like an open marriage, there's so much love for strangers!",0.8058,Positive
@SouthwestAir I hope this isn't a real life scene out of the movie 'Flight' .....,0.4404,Positive
@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?,-0.25,Negative
@SouthwestAir we checked in right at 24hr mark. Boarding C group with kids ages 6&amp;8 dnt want to be split. What sld we do?,0.0772,Positive
@SouthwestAir @LukeWyckoff: her name is Jane and she wanted was a call. 617-653-3040,0.0,Neutral
"@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!",0.8172,Positive
@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1,0.7717,Positive
@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio,0.0,Neutral
@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3),0.1531,Positive
"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk",0.0,Neutral
@SouthwestAir to start daily #B737-700 flights from #Washington Reagan to #FtLauderdale on 8AUG #avgeek,0.0,Neutral
@SouthwestAir to end its daily #B737-700 flights from #Washington Reagan to #FtMyers on 8AUG #avgeek,0.0,Neutral
@SouthwestAir to start 2xdaily #B737-700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek,0.0,Neutral
@SouthwestAir to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek,0.0,Neutral
@SouthwestAir to start 2xdaily #B737-700 flights from #Columbus OH to #Boston @BostonLogan on 8AUG #avgeek,0.0,Neutral
"@SouthwestAir Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|",-0.3291,Negative
"@SouthwestAir @ClinicPolly 
Thank you-- I may have already responded but was 8UXZJ2",0.1901,Positive
@SouthwestAir I've had TERRIBLE service in three airports in 10 hours. Glad they don't care we kind of need to be home. #SellMyPointsSoon,-0.5363,Negative
@SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!,0.8475,Positive
@SouthwestAir on hold for 15+ min...no estimated answer time. Any help here?,0.4019,Positive
@SouthwestAir I'm going to start charging you for the consistent body pat downs. Starting to feel like a piece of meat. #punishedforflying,0.3612,Positive
@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.,0.0,Neutral
@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?,0.0,Neutral
"@SouthwestAir unveils 4 new routes, including  2 from #Ohio http://t.co/4uRzvBPJKO via @usatoday",0.0,Neutral
@SouthwestAir flight 1028 no delayed 1.5 hours.  Another week another delayed flight,-0.0603,Negative
@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.,0.2382,Positive
@SouthwestAir didn't realize no clothes until at hotel - suggestions?,0.2235,Positive
@SouthwestAir may want to direct that to the people at @FurryFiesta tok,0.0772,Positive
@SouthwestAir bag in possession but no clothes in bag??,-0.4871,Negative
"@SouthwestAir, you're really going to let @delta and @virginamerica get the best of you? http://t.co/vUdWJm1lYB",0.6369,Positive
"@SouthwestAir Please get back with my about my airtran credit Q4VNMB, I call and I'm being told that I will, but I never get email/call back",0.3506,Positive
@SouthwestAir is there a link to a site that displays any delays or Cancelled Flightations of flights to and from @DallasLoveField?,-0.25,Negative
@SouthwestAir pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else 😩😫😢,-0.8086,Negative
@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward,-0.4215,Negative
@SouthwestAir Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime,0.0,Neutral
@southwestair does anyone realize that banning peanuts on a flight due to an allergic person ignores p-nut oil &amp; dust from previous flights?,-0.5106,Negative
@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable,-0.6908,Negative
"@SouthwestAir @nelsjeff, 3.5 hrs. Late Flightr (no human interaction), ended up $'ing a completely new flight - so last flight out didn't sell out.",0.0,Neutral
@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.,-0.8509,Negative
"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S",0.533,Positive
@SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter.,0.4633,Positive
@SouthwestAir how about fixing the wifi!  3rd flight where it's not working. 800 series plane so not like it's an old plane.,-0.398,Negative
"@SouthwestAir #1687 MDW-SAN. Like most flights, if I'm watching free TV it works but won't hardly access any websites - including your own.",0.4404,Positive
"@SouthwestAir kids on a mission trip from Lasalle stranded in orlando area,  they can't get back to Bos or PVD till WEDNESDAY?",0.0,Neutral
@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw,0.4588,Positive
@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.,0.3182,Positive
"@SouthwestAir RT @kkwhb: Paid for early bird boarding and got B46.  I said to lady, ""well, that system is about dead."" She didn't understand",-0.4939,Negative
@SouthwestAir All flights are booked . They are saying I have to wait until tomorrow.,0.0,Neutral
@SouthwestAir arrangements to reimburse me for the rental I had to get?,0.0,Neutral
@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue,0.6209,Positive
@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy,-0.6114,Negative
@SouthwestAir   Thanks,0.4404,Positive
"@SouthwestAir my bag was lost, and according to the rep they don't even know where it is, Please help.",0.4019,Positive
@SouthwestAir have sent you a DM with the details. Thanks!,0.4926,Positive
@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.,0.3612,Positive
"@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?",-0.7506,Negative
@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC,-0.296,Negative
@SouthwestAir Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy,0.0,Neutral
"@SouthwestAir thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!",0.3595,Positive
@SouthwestAir   Are flights going into Dallas this morning?   Thanks,0.4404,Positive
@SouthwestAir you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet,0.0,Neutral
@SouthwestAir had to be stuck in the middle seat :( http://t.co/dzeGAPfqw1,-0.5994,Negative
"@SouthwestAir #DestinationDragons @Imaginedragons Scavenger Hunt Vegas, BE READY!!! http://t.co/vHgkiTzSaw",0.626,Positive
@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons,0.7269,Positive
@SouthwestAir yes I was everything worked out great,0.7783,Positive
@SouthwestAir show me some love and a companion flight~please and thank you!,0.7901,Positive
"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail",-0.8625,Negative
@SouthwestAir loved it!,0.636,Positive
@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson,-0.0754,Negative
"@SouthwestAir I am in, let's do this!",0.0,Neutral
@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.),-0.4767,Negative
@SouthwestAir you're my early frontrunner for best airline! #oscars2016,0.6696,Positive
"@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,… http://t.co/MmCWkqp2gy",0.5106,Positive
@SouthwestAir flight Cancelled Flightled. new flight 7 hours Late Flightr. will sleep in airport tonight. and cant even give me an A Boarding Group seat. thx,0.128,Positive
"@SouthwestAir Just reading your boarding policy, we're a group of 8 travellers with kids ranging from 3-10, is it possible to sit together?",0.0,Neutral
"@SouthwestAir you're right, I do. I've been traveling all day and you guys dropped the ball. Making for a long night.",0.0,Neutral
@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking,-0.1289,Negative
@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.,-0.1386,Negative
@SouthwestAir is this a joke? My return flight is delayed too! 3 in a row! New record from you guys 💔😪,0.4559,Positive
@SouthwestAir nbd I was able to figure out a workaround. Just wanted to help. Got my bags less than 24 hours Late Flightr. Muchas grassy ass.,0.128,Positive
@SouthwestAir luggage delivery between 1-4am? Really? After I was told by midnight multiple times? Why lie? Crazy and bad business.,-0.782,Negative
.@SouthwestAir Thx for the follow up. Just sent DM,0.3612,Positive
@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted,-0.6808,Negative
@SouthwestAir TY for your consideration!,0.561,Positive
@SouthwestAir apologies are whatever. Please just deliver the bags like you said you would. Feel like employees are lying to me.,0.4404,Positive
@SouthwestAir what robot is running this account. The same one that doesn't remember anything they ask. Same conversation over and over.,0.0,Neutral
"@SouthwestAir It was never really ""lost"" it was put on another flight WITH my knowledge we just weren't sure what flight but I have it - TY!",0.1028,Positive
"@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight",0.8805,Positive
@SouthwestAir is not being responding to the @SpecialOlympics athletes.  #notcool #Southwest,0.0,Neutral
"@SouthwestAir   A whole family, with a special Olympic athlete here, and you can't even call them? 617-653-3040",0.4019,Positive
@SouthwestAir would really like my baggage from yesterday. Employees at Akron giving me a tough time.,0.5709,Positive
@SouthwestAir thanks! Very excited to see it :D,0.8726,Positive
".@SouthwestAir glad you appreciate it, it’ll be the last dollar you ever get from me thanks to your wretched customer service",0.8225,Positive
@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink 😕,-0.5776,Negative
"@southwestair yeah, 7am flight tomorrow, going to add 60-90 min extra because of the roads / snow",0.296,Positive
@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice,0.8715,Positive
@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?,-0.2942,Negative
@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?,0.0,Neutral
@SouthwestAir may I have my Companion pass please.,0.3182,Positive
"@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done",0.8858,Positive
"@SouthwestAir thank you : 8UXZJ2
Paid for early bird and sat in back",0.3612,Positive
